genus,species,subspecies,decimalLatitude,decimalLongitude,coordinateUncertaintyInMeters,elevation,elevationAccuracy,year,gbifID,address,place_id,licence,osm_type,osm_id,osm_lat,osm_lon,house_number,road,county,state,ISO3166-2-lvl4,postcode,country,country_code,boundingbox,neighbourhood,village,municipality,amenity,hamlet,city,town,building,locality,natural,tourism,ISO3166-2-lvl6,region,leisure,suburb,residential,state_district,man_made,highway,city_district,landuse,township,ISO3166-2-lvl3,isolated_dwelling,shop,ISO3166-2-lvl7,historic,quarter,farm,industrial,farmyard,military,ISO3166-2-lvl5,borough,railway,retail,emergency,healthcare,place,aeroway,office,club,commercial
Sarracenia,leucophylla,NA,37.621,-77.47,94,8.41,0,2021,3955747414,"Lewis Ginter Botanical Garden, 1800, Lakeside Avenue, Lakeside, Henrico County, Virginia, 23228, United States",188227836,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,346339011,37.6205237,-77.47070765602105,1800,Lakeside Avenue,Henrico County,Virginia,US-VA,23228,United States,us,,NA,NA,NA,NA,NA,NA,Lakeside,NA,NA,NA,NA,NA,NA,Lewis Ginter Botanical Garden,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sarracenia,leucophylla,NA,30.415,-86.9,161,8.7,0,2019,3955923272,"7214, Codell Street, Navarre, Santa Rosa County, Florida, 32566, United States",314377676,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,11311948,30.41451309294628,-86.90000932216306,7214,Codell Street,Santa Rosa County,Florida,US-FL,32566,United States,us,,NA,NA,NA,NA,NA,NA,Navarre,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sarracenia,leucophylla,NA,31.031,-85.832,95,9,0,2020,3958531617,"Spring Creek Road, Eunola, Geneva County, Alabama, 36340, United States",101850969,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,7696804,31.029182,-85.835112,NA,Spring Creek Road,Geneva County,Alabama,US-AL,36340,United States,us,,NA,NA,NA,NA,NA,Eunola,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sarracenia,purpurea,NA,45.911613,-59.948899,10,10.38,0,2020,3955733272,"Louisbourg Lighthouse Trail, Louisbourg, Cape Breton Regional Municipality, Cape Breton County, Nova Scotia, Canada",152860461,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,199124402,45.91164189491971,-59.948913357724074,NA,Louisbourg Lighthouse Trail,Cape Breton Regional Municipality,Nova Scotia,CA-NS,NA,Canada,ca,,NA,NA,NA,NA,NA,NA,Louisbourg,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sarracenia,psittacina,NA,30.088333,-84.983333,300,10.5,1.5,1987,2234382633,"FL 65, Kern, Liberty County, Florida, United States",135411034,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,128855961,30.088253161296233,-84.98389315738984,NA,FL 65,Liberty County,Florida,US-FL,NA,United States,us,,NA,NA,NA,NA,Kern,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sarracenia,purpurea,NA,44.869104,-68.723514,5,10.74,0,2021,3955775159,"Orono Bog Boardwalk, Orono, Penobscot County, Maine, 04473, United States",148012612,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,179875895,44.8691583,-68.7235688,NA,Orono Bog Boardwalk,Penobscot County,Maine,US-ME,04473,United States,us,,NA,NA,NA,NA,NA,NA,Orono,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sarracenia,minor,NA,28.591342,-81.048897,5365,11.14,0,2022,3959551717,"Tinssel Avenue, Christmas Estates, Orange County, Florida, 32709, United States",103898558,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,11196536,28.5875397,-81.0520978,NA,Tinssel Avenue,Orange County,Florida,US-FL,32709,United States,us,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Christmas Estates,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sarracenia,purpurea,NA,48.665994,-54.002682,5,11.48,0,2021,3949316219,"Riverside Road, Glovertown, Newfoundland, Newfoundland and Labrador, A0G 2M0, Canada",140088656,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,146690339,48.6673954,-54.0026235,NA,Riverside Road,NA,Newfoundland and Labrador,CA-NL,A0G 2M0,Canada,ca,,NA,NA,NA,NA,NA,NA,Glovertown,NA,NA,NA,NA,NA,NA,NA,NA,NA,Newfoundland,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sarracenia,purpurea,NA,46.809542,-64.949808,8,11.81,0,2022,3957744071,"Bog / La Tourbiere, Carleton Parish, Kent County, New Brunswick / Nouveau-Brunswick, Canada",190488785,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,364022148,46.80951079836623,-64.94975368604493,NA,Bog / La Tourbiere,Carleton Parish,New Brunswick / Nouveau-Brunswick,CA-NB,NA,Canada,ca,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sarracenia,purpurea,NA,47.513984,-2.434902,30,11.82,0,2019,3957788294,"Camping de Kernéjeune, C 201, Bourgerelle, Arzal, Vannes, Morbihan, Bretagne, France métropolitaine, 56190, France",12348498,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",node,1262193222,47.5138174,-2.4351131,NA,C 201,Morbihan,Bretagne,FR-BRE,56190,France,fr,,NA,Arzal,Vannes,NA,Bourgerelle,NA,NA,NA,NA,NA,Camping de Kernéjeune,FR-56,France métropolitaine,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sarracenia,flava,NA,33.803875,-78.868264,5,12.32,0,2022,3953443426,"Old Kingston Road, Horry County, South Carolina, United States",104240201,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,12419352,33.80298933943815,-78.86794335548744,NA,Old Kingston Road,Horry County,South Carolina,US-SC,NA,United States,us,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sarracenia,purpurea,NA,34.008205,-78.469288,10,13.7,0,2021,3955841927,"Whiteville Road Northwest, Shallotte, Brunswick County, North Carolina, 28420, United States",179508148,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,307777701,34.00516899716762,-78.470059390925,NA,Whiteville Road Northwest,Brunswick County,North Carolina,US-NC,28420,United States,us,,NA,NA,NA,NA,NA,NA,Shallotte,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sarracenia,purpurea,NA,47.137687,-55.198743,3,13.72,0,2021,3955203013,"Landing Place Pond Walking Trail, Marystown, Newfoundland, Newfoundland and Labrador, Canada",235550560,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,646964693,47.1373359,-55.202049517774086,NA,Landing Place Pond Walking Trail,NA,Newfoundland and Labrador,CA-NL,NA,Canada,ca,,NA,NA,NA,NA,NA,NA,Marystown,NA,NA,NA,NA,NA,NA,NA,NA,NA,Newfoundland,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sarracenia,purpurea,NA,44.772883,-67.030542,4,14.38,0,2022,3955870860,"Boot Head Preserve, Boot Cove Road, Lubec, Washington County, Maine, 04652, United States",228875320,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,596509573,44.769521749999996,-67.03171509887744,NA,Boot Cove Road,Washington County,Maine,US-ME,04652,United States,us,,NA,NA,NA,NA,NA,NA,Lubec,NA,NA,NA,NA,NA,NA,Boot Head Preserve,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sarracenia,purpurea,NA,41.78222,-72.61194,5000,15,0,1895,768794211,"525, Tolland Street, Burnside, East Hartford, Hartford County, Connecticut, 06108, United States",92336199,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",node,8934664973,41.7820363,-72.6118068,525,Tolland Street,Hartford County,Connecticut,US-CT,06108,United States,us,,Burnside,NA,NA,NA,NA,NA,East Hartford,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sarracenia,purpurea,NA,44.65394,-63.507702,4,15.09,0,2020,2974363424,"104, Diana Grace Avenue, Portland Estates, Dartmouth, Halifax Regional Municipality, Halifax County, Nova Scotia, B2W 6A2, Canada",182307294,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,319814743,44.657492649999995,-63.5083728,104,Diana Grace Avenue,Halifax County,Nova Scotia,CA-NS,B2W 6A2,Canada,ca,,NA,NA,Halifax Regional Municipality,NA,NA,Dartmouth,NA,NA,NA,NA,NA,NA,NA,NA,NA,Portland Estates,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sarracenia,purpurea,NA,51.488069,-55.775725,7,15.68,0,2021,3955467701,"The Viking Trail, Newfoundland, Newfoundland and Labrador, Canada",139064961,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,145018000,51.4873582825059,-55.77537632998106,NA,The Viking Trail,NA,Newfoundland and Labrador,CA-NL,NA,Canada,ca,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Newfoundland,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sarracenia,purpurea,NA,43.699537,-1.048553,78,16,0,2020,2976261558,"Boulevard du Sarrat, Dax, Arrondissement de Dax, Landes, Nouvelle-Aquitaine, France métropolitaine, 40100, France",121967303,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,66763509,43.70112417831684,-1.0482428058324667,NA,Boulevard du Sarrat,Landes,Nouvelle-Aquitaine,FR-NAQ,40100,France,fr,,NA,NA,Arrondissement de Dax,NA,NA,NA,Dax,NA,NA,NA,NA,FR-40,France métropolitaine,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sarracenia,flava,NA,34.204811,-77.905472,6,16.18,0,2022,3954546231,"Alderman Elementary School, 2025, Independence Boulevard, South Oleander, Wilmington, New Hanover County, North Carolina, 28403, United States",196650664,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,392761646,34.20528755,-77.90725847250465,2025,Independence Boulevard,New Hanover County,North Carolina,US-NC,28403,United States,us,,NA,NA,NA,Alderman Elementary School,South Oleander,Wilmington,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sarracenia,purpurea,NA,45.478561,-73.554857,65,16.55,0,2019,2646922815,"435, Avenue Ash, Pointe-Saint-Charles, Le Sud-Ouest, Montréal, Agglomération de Montréal, Montréal (06), Québec, H3K 1W7, Canada",35942274,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,235848086,45.47862893807096,-73.55486943361588,435,Avenue Ash,Agglomération de Montréal,Québec,CA-QC,H3K 1W7,Canada,ca,,Pointe-Saint-Charles,NA,NA,NA,NA,Montréal,NA,NA,NA,NA,NA,NA,Montréal (06),NA,Le Sud-Ouest,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sarracenia,minor,NA,32.99852,-79.811072,4,17.53,0,2022,3954615682,"1032, French Quarter Creek Road, Berkeley County, South Carolina, 29450, United States",334397598,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,12142845,32.99883717023821,-79.81111452926744,1032,French Quarter Creek Road,Berkeley County,South Carolina,US-SC,29450,United States,us,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sarracenia,purpurea,NA,44.492065,-63.52948,3,18.13,0,2019,3957131823,"201, Duncans Cove Road, Duncans Cove, Halifax Regional Municipality, Halifax County, Nova Scotia, B3V 1K4, Canada",6412220,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",node,810497747,44.4919748,-63.5303893,201,Duncans Cove Road,Halifax County,Nova Scotia,CA-NS,B3V 1K4,Canada,ca,,NA,Duncans Cove,Halifax Regional Municipality,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sarracenia,purpurea,NA,38.84022,-76.903219000000007,13,18.2,0,2020,2976178371,"6140, West Hil Mar Circle, Suitland, Prince George's County, Maryland, 20747, United States",324356069,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,6113772,38.84070659254325,-76.90252149036367,6140,West Hil Mar Circle,Prince George's County,Maryland,US-MD,20747,United States,us,,NA,NA,NA,NA,NA,NA,Suitland,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sarracenia,purpurea,NA,49.092617,-68.259513,6,18.3,0,2022,3956852683,"Pointe-Lebel, Manicouagan, Côte-Nord, Québec, Canada",299487628,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",relation,7719057,49.1606204,-68.2496323,NA,NA,Manicouagan,Québec,CA-QC,NA,Canada,ca,,NA,Pointe-Lebel,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Côte-Nord,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sarracenia,leucophylla,NA,30.701,-86.234,96,20,0,2021,3952526183,"Florida Trail, Walton County, Florida, 32434, United States",341648724,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,233065971,30.701193128806846,-86.23411440521697,NA,Florida Trail,Walton County,Florida,US-FL,32434,United States,us,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sarracenia,leucophylla,NA,31.023,-87.685,107,20.23,0,2021,3952564793,"County Road 47, Baldwin County, Alabama, 36562, United States",100684446,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,6231419,31.025275042303363,-87.68433952897185,NA,County Road 47,Baldwin County,Alabama,US-AL,36562,United States,us,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sarracenia,purpurea,NA,48.243216,-69.519537,10,22.64,0,2022,3957228092,"Sentier polyvalent du club le Morillon, Les Bergeronnes, La Haute-Côte-Nord, Côte-Nord, Québec, Canada",287689026,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,985992970,48.243202854671246,-69.51952833330374,NA,Sentier polyvalent du club le Morillon,La Haute-Côte-Nord,Québec,CA-QC,NA,Canada,ca,,NA,Les Bergeronnes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Côte-Nord,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sarracenia,rubra,NA,30.712778,-86.571667,300,24,3,1989,2234383379,"P J Adams Parkway, Crestview, Okaloosa County, Florida, 32593, United States",103496398,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,11165269,30.71144956339014,-86.57168715857571,NA,P J Adams Parkway,Okaloosa County,Florida,US-FL,32593,United States,us,,NA,NA,NA,NA,NA,NA,Crestview,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sarracenia,minor,NA,28.360556,-81.579167,100,25,1,1990,2234383513,"Western Way, Bay Lake, Reedy Creek Improvement District, Orange County, Florida, 32830, United States",117844236,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,46892241,28.36200070974128,-81.57843947394674,NA,Western Way,Orange County,Florida,US-FL,32830,United States,us,,NA,NA,Reedy Creek Improvement District,NA,Bay Lake,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sarracenia,leucophylla,NA,30.467,-87.207,161,26,0,2021,3959178115,"Whispers At Cordova, Pensacola, Escambia County, Florida, 32503, United States",124246649,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,84614731,30.466689546000243,-87.20749434661285,NA,NA,Escambia County,Florida,US-FL,32503,United States,us,,NA,NA,NA,NA,NA,Pensacola,NA,NA,NA,NA,NA,NA,NA,NA,NA,Whispers At Cordova,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sarracenia,purpurea,NA,40.097501,-74.972442,65,26.74,0,2020,3955711851,"12507, Ramer Road, Parkwood Manor, Philadelphia, Philadelphia County, Pennsylvania, 19154, United States",303698076,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,12158425,40.097696305706386,-74.97235014083324,12507,Ramer Road,Philadelphia County,Pennsylvania,US-PA,19154,United States,us,,Parkwood Manor,NA,NA,NA,NA,Philadelphia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sarracenia,minor,NA,27.63194,-81.27638,5000,27,0,2002,415941111,"Highlands County, Florida, United States",103871267,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,10953181,27.631691939999236,-81.27638036239888,NA,NA,Highlands County,Florida,US-FL,NA,United States,us,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sarracenia,purpurea,NA,43.830374,-64.844338,5,27.66,0,2021,3955333357,"Burgess Rock, Port Joli, Region of Queens Municipality, Queens County, Nova Scotia, B0T 1S0, Canada",43431218,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",node,3522073613,43.8235661,-64.8322837,NA,NA,Queens County,Nova Scotia,CA-NS,B0T 1S0,Canada,ca,,NA,Port Joli,Region of Queens Municipality,NA,NA,NA,NA,NA,Burgess Rock,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sarracenia,leucophylla,NA,30.389,-88.188,96,27.82,0,2019,2649467258,"Gulfstream Pipeline, Rock Road, Mobile County, Alabama, 36523, United States",169559764,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,257816872,30.3944583,-88.18761222302308,NA,Rock Road,Mobile County,Alabama,US-AL,36523,United States,us,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gulfstream Pipeline,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sarracenia,purpurea,NA,46.129622,-64.87787,48,27.9,0,2019,2648752092,"Amsterdam Inn & Suites Moncton, 2550, Mountain Road, Hildegarde, Moncton, Moncton Parish, Westmorland County, New Brunswick / Nouveau-Brunswick, E1G 1B4, Canada",147003358,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,175683787,46.129548,-64.87757459162896,2550,Mountain Road,Moncton Parish,New Brunswick / Nouveau-Brunswick,CA-NB,E1G 1B4,Canada,ca,,NA,NA,NA,NA,NA,Moncton,NA,NA,NA,NA,Amsterdam Inn & Suites Moncton,NA,NA,NA,Hildegarde,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sarracenia,flava,NA,48.132606,-1.670976,65,28,0,2020,2974503043,"Bellangerais, Rue du Morbihan, La Bellangerais, Maurepas - Patton, Quartiers Nord-Est, Rennes, Ille-et-Vilaine, Bretagne, France métropolitaine, 35708, France",5191316,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",node,627422523,48.1325913,-1.6716139,NA,Rue du Morbihan,Ille-et-Vilaine,Bretagne,FR-BRE,35708,France,fr,,La Bellangerais,NA,Rennes,NA,NA,Rennes,NA,NA,NA,NA,NA,FR-35,France métropolitaine,NA,Maurepas - Patton,NA,NA,NA,Bellangerais,Quartiers Nord-Est,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sarracenia,flava,NA,33.99944,-80.83111,5000,29,0,1991,768794185,"Westons Pond, Weston Lake Spur, Columbia, Richland County, South Carolina, United States",2427464,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",node,357090648,33.9993207,-80.8311995,NA,Weston Lake Spur,Richland County,South Carolina,US-SC,NA,United States,us,,NA,NA,NA,NA,NA,Columbia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Westons Pond,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sarracenia,purpurea,NA,44.489418,-64.099083,32,29.89,0,2019,2646725313,"Highway 329, Blandford, Chester District Municipality, Lunenburg County, Nova Scotia, B0J 1C0, Canada",122106113,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,70651791,44.491635966171714,-64.10090285297225,NA,Highway 329,Lunenburg County,Nova Scotia,CA-NS,B0J 1C0,Canada,ca,,NA,Blandford,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Chester District Municipality,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sarracenia,purpurea,NA,44.602405,-63.588316,48,30.22,0,2019,3951803511,"Flat Lake Loop, Spryfield, Halifax, Halifax Regional Municipality, Halifax County, Nova Scotia, B3P 0H8, Canada",233123876,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,626252026,44.602507441150465,-63.58825074474724,NA,Flat Lake Loop,Halifax County,Nova Scotia,CA-NS,B3P 0H8,Canada,ca,,NA,NA,Halifax Regional Municipality,NA,NA,Halifax,NA,NA,NA,NA,NA,NA,NA,NA,Spryfield,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sarracenia,purpurea,NA,43.803304,-69.779444,6165,30.8,0,2021,3953323090,"33, Rotunda Hill Road, West Georgetown, Georgetown, Sagadahoc County, Maine, 04548, United States",76202353,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",node,7242651169,43.8034824,-69.7792613,33,Rotunda Hill Road,Sagadahoc County,Maine,US-ME,04548,United States,us,,West Georgetown,NA,NA,NA,NA,NA,Georgetown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sarracenia,purpurea,NA,47.599083,-58.983909,11,31,0,2022,3956007296,"Route 470, Isle aux Morts, Newfoundland, Newfoundland and Labrador, Canada",138622979,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,143247485,47.59957108714315,-58.983891354760175,NA,Route 470,NA,Newfoundland and Labrador,CA-NL,NA,Canada,ca,,NA,NA,NA,NA,NA,NA,Isle aux Morts,NA,NA,NA,NA,NA,NA,NA,NA,NA,Newfoundland,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
